Fuel,Primary Carbon,Secondary Carbon,Tertiary Carbon,Quaternary Carbon,T(K),T+AF8-Error(+ACU-),P(atm),P+AF8-Error(+ACU-),Fuel(+ACU-),Oxidizer(+ACU-),Diluant(+ACU-),Equv(phi),Diluant Type,Time(+A7w-s),Mode+AF8-of+AF8-measurement,Species+AF8-name,Species+AF8-measurement+AF8-Error,Measured+AF8-wavelength(nm),Shocktube+AF8-dia(cm),Research+AF8-group,Data+AF8-Source
CCC,2,1,0,0,1071,+ALE-0.7,65,+ALE-1,0.8,8,91.2,0.5,Ar,1370,Species,OH,+ALE-1,306.7,5,Stanford,Lam+AF8-2013+AF8-thesis / propane+AF8-const+AF8-V
CCC,2,1,0,0,1061,+ALE-0.7,63.8,+ALE-1,0.8,8,91.2,0.5,Ar,1600,Species,OH,+ALE-1,306.7,5,Stanford,Lam+AF8-2013+AF8-thesis / propane+AF8-const+AF8-V
CCC,2,1,0,0,1043,+ALE-0.7,67.8,+ALE-1,0.8,8,91.2,0.5,Ar,2010,Species,OH,+ALE-1,306.7,5,Stanford,Lam+AF8-2013+AF8-thesis / propane+AF8-const+AF8-V
CCC,2,1,0,0,1035,+ALE-0.7,54.1,+ALE-1,0.8,8,91.2,0.5,Ar,2610,Species,OH,+ALE-1,306.7,5,Stanford,Lam+AF8-2013+AF8-thesis / propane+AF8-const+AF8-V
CCC,2,1,0,0,1022,+ALE-0.7,59.4,+ALE-1,0.8,8,91.2,0.5,Ar,2940,Species,OH,+ALE-1,306.7,5,Stanford,Lam+AF8-2013+AF8-thesis / propane+AF8-const+AF8-V
CCC,2,1,0,0,1008,+ALE-0.7,53.7,+ALE-1,0.8,8,91.2,0.5,Ar,3890,Species,OH,+ALE-1,306.7,5,Stanford,Lam+AF8-2013+AF8-thesis / propane+AF8-const+AF8-V
CCC,2,1,0,0,994,+ALE-0.7,54,+ALE-1,0.8,8,91.2,0.5,Ar,4750,Species,OH,+ALE-1,306.7,5,Stanford,Lam+AF8-2013+AF8-thesis / propane+AF8-const+AF8-V
CCC,2,1,0,0,1195,+ALE-1,49.8,+ALE-1,0.888,4,95.112,1,Ar,1454,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1226,+ALE-1,47.4,+ALE-1,0.888,4,95.112,1,Ar,1044,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1371,+ALE-1,46.4,+ALE-1,0.888,4,95.112,1,Ar,251,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1242,+ALE-1,43.9,+ALE-1,0.888,4,95.112,1,Ar,930,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1175,+ALE-1,51.2,+ALE-1,0.888,4,95.112,1,Ar,1877,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1327,+ALE-1,46.4,+ALE-1,0.888,4,95.112,1,Ar,372,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1428,+ALE-1,45.6,+ALE-1,0.888,4,95.112,1,Ar,134,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1318,+ALE-1,47.1,+ALE-1,0.888,4,95.112,1,Ar,394,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1302,+ALE-1,47.5,+ALE-1,0.888,4,95.112,1,Ar,456,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1223,+ALE-1,46.2,+ALE-1,1.78,4,94.22,2,Ar,1044,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1281,+ALE-1,46.4,+ALE-1,1.78,4,94.22,2,Ar,555,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1210,+ALE-1,46.8,+ALE-1,1.78,4,94.22,2,Ar,1300,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1316,+ALE-1,44.8,+ALE-1,1.78,4,94.22,2,Ar,457,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1371,+ALE-1,44,+ALE-1,1.78,4,94.22,2,Ar,280,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1200,+ALE-1,45.7,+ALE-1,1.78,4,94.22,2,Ar,1543,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1432,+ALE-1,44.2,+ALE-1,1.78,4,94.22,2,Ar,158,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1249,+ALE-1,45.2,+ALE-1,1.78,4,94.22,2,Ar,910,Species,OH,+ALE-3,306.7,5,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1554,+ALE-0.7,2.08,+ALE-1,0.888,4,95.112,1,Ar,268,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1432,+ALE-0.7,2.19,+ALE-1,0.888,4,95.112,1,Ar,1072,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1597,+ALE-0.7,1.94,+ALE-1,0.888,4,95.112,1,Ar,159,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1587,+ALE-0.7,1.92,+ALE-1,0.888,4,95.112,1,Ar,183,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1720,+ALE-0.7,1.97,+ALE-1,0.888,4,95.112,1,Ar,52,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1656,+ALE-0.7,1.95,+ALE-1,0.888,4,95.112,1,Ar,95,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1438,+ALE-0.7,2.28,+ALE-1,0.888,4,95.112,1,Ar,1003,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1408,+ALE-0.7,2.26,+ALE-1,0.888,4,95.112,1,Ar,1527,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1644,+ALE-0.7,2.18,+ALE-1,0.444,4,95.556,0.5,Ar,63,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1557,+ALE-0.7,2.26,+ALE-1,0.444,4,95.556,0.5,Ar,150,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1493,+ALE-0.7,2.32,+ALE-1,0.444,4,95.556,0.5,Ar,323,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1446,+ALE-0.7,2.4,+ALE-1,0.444,4,95.556,0.5,Ar,583,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1370,+ALE-0.7,2.45,+ALE-1,0.444,4,95.556,0.5,Ar,1635,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1360,+ALE-0.7,2.49,+ALE-1,0.444,4,95.556,0.5,Ar,2002,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1698,+ALE-0.7,2.14,+ALE-1,0.444,4,95.556,0.5,Ar,37,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1485,+ALE-0.7,2.29,+ALE-1,1.78,4,94.22,2,Ar,792,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1554,+ALE-0.7,2.22,+ALE-1,1.78,4,94.22,2,Ar,417,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1660,+ALE-0.7,2.14,+ALE-1,1.78,4,94.22,2,Ar,164,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1756,+ALE-0.7,2.04,+ALE-1,1.78,4,94.22,2,Ar,76,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1409,+ALE-0.7,2.34,+ALE-1,1.78,4,94.22,2,Ar,1809,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1388,+ALE-0.7,2.41,+ALE-1,1.78,4,94.22,2,Ar,2324,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1566,+ALE-0.7,4.35,+ALE-1,0.888,4,95.112,1,Ar,163,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1413,+ALE-0.7,4.08,+ALE-1,0.888,4,95.112,1,Ar,904,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1408,+ALE-0.7,4.25,+ALE-1,0.888,4,95.112,1,Ar,920,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1465,+ALE-0.7,4.74,+ALE-1,0.888,4,95.112,1,Ar,438,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1405,+ALE-0.7,4.8,+ALE-1,0.888,4,95.112,1,Ar,884,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1333,+ALE-0.7,4.76,+ALE-1,0.888,4,95.112,1,Ar,2472,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1486,+ALE-0.7,4.43,+ALE-1,1.6,7.2,91.2,1,Ar,227,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1496,+ALE-0.7,4.24,+ALE-1,1.6,7.2,91.2,1,Ar,205,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1567,+ALE-0.7,4.33,+ALE-1,1.6,7.2,91.2,1,Ar,86,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1609,+ALE-0.7,4.2,+ALE-1,1.6,7.2,91.2,1,Ar,62,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1431,+ALE-0.7,4.47,+ALE-1,1.6,7.2,91.2,1,Ar,404,Species,OH,+ALE-1,306.7,15.3,Stanford,propene+AF8-oxidation
CCC,2,1,0,0,1453,+ALE-3,1.27,NaN,1.23,6.17,92.59,5,Ar,276,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1415,+ALE-3,1.33,NaN,1.23,6.17,92.59,5,Ar,416,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1333,+ALE-3,1.27,NaN,1.23,6.17,92.59,5,Ar,977,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1280,+ALE-3,1.29,NaN,1.23,6.17,92.59,5,Ar,1899,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1229,+ALE-3,1.28,NaN,1.23,6.17,92.59,5,Ar,2780,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1570,+ALE-3,1.27,NaN,1.23,6.17,92.59,5,Ar,97,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1606,+ALE-3,1.29,NaN,1.23,6.17,92.59,5,Ar,71,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1689,+ALE-3,1.31,NaN,1.23,6.17,92.59,5,Ar,44,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1769,+ALE-3,1.33,NaN,1.23,6.17,92.59,5,Ar,26,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1841,+ALE-3,1.33,NaN,1.23,6.17,92.59,5,Ar,19,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1271,+ALE-3,5.37,NaN,1.23,6.17,92.59,5,Ar,1001,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1220,+ALE-3,5.23,NaN,1.23,6.17,92.59,5,Ar,1976,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1166,+ALE-3,5.27,NaN,1.23,6.17,92.59,5,Ar,4105,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1357,+ALE-3,5.27,NaN,1.23,6.17,92.59,5,Ar,396,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1409,+ALE-3,5.15,NaN,1.23,6.17,92.59,5,Ar,217,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1456,+ALE-3,5.2,NaN,1.23,6.17,92.59,5,Ar,106,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1580,+ALE-3,5.47,NaN,1.23,6.17,92.59,5,Ar,41,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCC,2,1,0,0,1680,+ALE-3,5.25,NaN,1.23,6.17,92.59,5,Ar,16,Species,OH,+ALE-2.32,306.7,11.5,Xi+IBk-an+AF8-Jiaotong,C1+AF8-C4+AF8-Alkanes
CCCCCCCCCCCC,2,10,0,0,1127,+ALE-1,6.12,+ALE-9.3,0.6844,21,78.3156,0.6,N2,797,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1050,+ALE-1,7.88,+ALE-9.3,0.9365,21,78.0635,0.82,N2,1034,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1084,+ALE-1,8.02,+ALE-9.3,0.7871,21,78.2129,0.69,N2,738,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1114,+ALE-1,8.5,+ALE-9.3,0.6885,21,78.3115,0.61,N2,640,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1179,+ALE-1,8.53,+ALE-9.3,0.9497,21,78.0503,0.84,N2,220,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1167,+ALE-1,7.88,+ALE-9.3,1.0246,21,77.9754,0.9,N2,215,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1168,+ALE-1,6.37,+ALE-9.3,0.7339,21,78.2661,0.65,Ar,484,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1209,+ALE-1,4.64,+ALE-9.3,0.186,21,78.814,0.16,Ar,926,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1163,+ALE-1,4.93,+ALE-9.3,0.2534,21,78.7466,0.22,Ar,1800,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1192,+ALE-1,5.06,+ALE-9.3,0.3437,21,78.6563,0.3,Ar,1110,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1078,+ALE-1,4,+ALE-9.3,0.2074,21,78.7926,0.18,Ar,5605,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,976,+ALE-1,4.87,+ALE-9.3,0.4056,21,78.5944,0.36,Ar,6220,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,903,+ALE-1,5,+ALE-9.3,0.9297,21,78.0703,0.82,Ar,7825,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1241,+ALE-1,4.79,+ALE-9.3,0.3488,21,78.6512,0.31,Ar,337,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1351,+ALE-1,4.51,+ALE-9.3,0.2064,21,78.7936,0.18,Ar,233,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,979,+ALE-1,5.04,+ALE-9.3,2.138,21,76.862,1.88,Ar,306,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1025,+ALE-1,6.06,+ALE-9.3,1.659,21,77.341,1.46,Ar,543,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,988,+ALE-1,6.46,+ALE-9.3,1.99,21,77.01,1.75,Ar,260,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1112,+ALE-1,5.65,+ALE-9.3,0.1905,21,78.8095,0.17,Ar,2281,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,838,+ALE-1,6.26,+ALE-9.3,1.504,21,77.496,1.32,Ar,5352,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,939,+ALE-1,6.31,+ALE-9.3,1.802,21,77.198,1.59,Ar,544,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,964,+ALE-1,5.82,+ALE-9.3,1.289,21,77.711,1.14,Ar,1175,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,932,+ALE-1,6.01,+ALE-9.3,1.494,21,77.506,1.32,Ar,1559,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1156,+ALE-1,5.34,+ALE-9.3,0.0558,21,78.9442,0.05,Ar,1526,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1134,+ALE-1,5.2,+ALE-9.3,0.0662,21,78.9338,0.06,Ar,2006,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1172,+ALE-1,6.19,+ALE-9.3,0.5336,21,78.4664,0.47,Ar,524,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1191,+ALE-1,6.4,+ALE-9.3,0.589,21,78.411,0.52,Ar,550,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1249,+ALE-1,6.23,+ALE-9.3,0.7572,21,78.2428,0.67,Ar,114,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1284,+ALE-1,6.42,+ALE-9.3,0.8276,21,78.1724,0.73,Ar,80,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1053,+ALE-1,6.56,+ALE-9.3,0.5649,21,78.4351,0.5,Ar,2105,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1045,+ALE-1,6.71,+ALE-9.3,0.6098,21,78.3902,0.54,Ar,2753,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1068,+ALE-1,6.4,+ALE-9.3,0.516,21,78.484,0.45,Ar,2126,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1078,+ALE-1,6.32,+ALE-9.3,0.5023,21,78.4977,0.44,Ar,1624,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1086,+ALE-1,6.32,+ALE-9.3,0.5655,21,78.4345,0.5,Ar,1422,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1107,+ALE-1,6.25,+ALE-9.3,0.5533,21,78.4467,0.49,Ar,1200,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
CCCCCCCCCCCC,2,10,0,0,1118,+ALE-1,6.18,+ALE-9.3,0.5678,21,78.4322,0.5,Ar,1081,Speceis,CH,NaN,430,15.3,Stanford,aerosol+AF8-shock+AF8-tube / aerosol+AF8-shock+AF8-tube+AF8-low pressure / Second+AF8-generation+AF8-confo / Second+AF8-Generation+AF8-shock+AF8-tube 
